clean_text,label
whitefield bangalore pe crime ho gaya,crime
gas leak near tumkur road,gas leak
kr market bangalore pe flood ho gaya,flood
nh48 highway alli flood aagide,flood
flood near whitefield bangalore one person injured,flood
crime near mg road bangalore,crime
hello there is a gas leak near indiranagar metro station,gas leak
indiranagar metro station pe crime ho gaya,crime
fire near whitefield bangalore one person injured,fire
hello there is a earthquake near whitefield bangalore,earthquake
hello there is a crime near tumkur road,crime
help earthquake happening at silk board bangalore,earthquake
low gas leak near majestic bus stand,gas leak
help earthquake happening at nh48 highway,earthquake
hello there is a accident near electronic city,accident
whitefield bangalore alli crime aagide,crime
mg road bangalore alli building collapse aagide,building collapse
whitefield bangalore pe earthquake ho gaya,earthquake
majestic bus stand pe fire ho gaya,fire
whitefield bangalore pe gas leak ho gaya,gas leak
kr market bangalore pe flood ho gaya,flood
nh48 highway pe earthquake ho gaya,earthquake
gas leak near hebbal flyover three people injured,gas leak
crime near hebbal flyover one person injured,crime
help accident happening at electronic city,accident
silk board bangalore pe accident ho gaya,accident
low building collapse near nh48 highway,building collapse
earthquake near kr market bangalore one person injured,earthquake
high gas leak near hebbal flyover,gas leak
low accident near nh48 highway,accident
hello there is a accident near kr market bangalore,accident
help gas leak happening at kr market bangalore,gas leak
kr market bangalore pe fire ho gaya,fire
building collapse near electronic city two people injured,building collapse
kr market bangalore alli building collapse aagide,building collapse
mg road bangalore alli fire aagide,fire
crime near tumkur road two people injured,crime
low accident near silk board bangalore,accident
low accident near whitefield bangalore,accident
fire near hebbal flyover,fire
medium flood near hebbal flyover,flood
medium flood near whitefield bangalore,flood
silk board bangalore alli crime aagide,crime
kr market bangalore pe gas leak ho gaya,gas leak
earthquake near whitefield bangalore,earthquake
help building collapse happening at mg road bangalore,building collapse
help building collapse happening at kr market bangalore,building collapse
crime near majestic bus stand,crime
gas leak near hebbal flyover,gas leak
hello there is a crime near kr market bangalore,crime
hebbal flyover alli earthquake aagide,earthquake
low fire near kr market bangalore,fire
hello there is a gas leak near mg road bangalore,gas leak
electronic city pe gas leak ho gaya,gas leak
mg road bangalore pe building collapse ho gaya,building collapse
help accident happening at tumkur road,accident
accident near whitefield bangalore,accident
crime near tumkur road,crime
high accident near indiranagar metro station,accident
accident near indiranagar metro station,accident
help flood happening at tumkur road,flood
electronic city pe crime ho gaya,crime
silk board bangalore pe flood ho gaya,flood
earthquake near silk board bangalore three people injured,earthquake
help flood happening at silk board bangalore,flood
hello there is a earthquake near nh48 highway,earthquake
indiranagar metro station pe crime ho gaya,crime
gas leak near nh48 highway,gas leak
silk board bangalore alli gas leak aagide,gas leak
low earthquake near indiranagar metro station,earthquake
accident near nh48 highway,accident
whitefield bangalore alli gas leak aagide,gas leak
earthquake near tumkur road one person injured,earthquake
high earthquake near tumkur road,earthquake
high fire near tumkur road,fire
gas leak near hebbal flyover three people injured,gas leak
hello there is a building collapse near electronic city,building collapse
hello there is a building collapse near nh48 highway,building collapse
medium gas leak near kr market bangalore,gas leak
flood near whitefield bangalore,flood
majestic bus stand pe fire ho gaya,fire
indiranagar metro station pe fire ho gaya,fire
gas leak near tumkur road,gas leak
gas leak near electronic city,gas leak
low flood near tumkur road,flood
hebbal flyover pe gas leak ho gaya,gas leak
earthquake near tumkur road,earthquake
help crime happening at tumkur road,crime
medium fire near silk board bangalore,fire
tumkur road alli accident aagide,accident
silk board bangalore alli accident aagide,accident
low crime near kr market bangalore,crime
hello there is a earthquake near tumkur road,earthquake
mg road bangalore pe building collapse ho gaya,building collapse
gas leak near mg road bangalore,gas leak
silk board bangalore alli earthquake aagide,earthquake
hello there is a flood near kr market bangalore,flood
crime near tumkur road,crime
kr market bangalore alli crime aagide,crime
earthquake near majestic bus stand,earthquake
gas leak near tumkur road three people injured,gas leak
gas leak near nh48 highway three people injured,gas leak
flood near mg road bangalore three people injured,flood
building collapse near hebbal flyover,building collapse
tumkur road pe accident ho gaya,accident
help building collapse happening at nh48 highway,building collapse
crime near majestic bus stand two people injured,crime
help earthquake happening at whitefield bangalore,earthquake
hello there is a earthquake near electronic city,earthquake
hello there is a crime near nh48 highway,crime
tumkur road pe crime ho gaya,crime
medium flood near tumkur road,flood
hello there is a building collapse near indiranagar metro station,building collapse
low gas leak near electronic city,gas leak
fire near majestic bus stand one person injured,fire
high gas leak near whitefield bangalore,gas leak
whitefield bangalore alli building collapse aagide,building collapse
hello there is a fire near electronic city,fire
hello there is a building collapse near majestic bus stand,building collapse
hebbal flyover alli fire aagide,fire
low flood near whitefield bangalore,flood
kr market bangalore alli accident aagide,accident
fire near indiranagar metro station three people injured,fire
nh48 highway pe accident ho gaya,accident
electronic city alli fire aagide,fire
majestic bus stand alli crime aagide,crime
accident near kr market bangalore several people injured,accident
silk board bangalore alli building collapse aagide,building collapse
medium gas leak near kr market bangalore,gas leak
gas leak near mg road bangalore one person injured,gas leak
earthquake near electronic city two people injured,earthquake
hello there is a fire near hebbal flyover,fire
gas leak near tumkur road,gas leak
building collapse near kr market bangalore,building collapse
help crime happening at majestic bus stand,crime
